id,speech_source,noise_type,noise_source,snr_db,impulse_timestamp_sec
pair_01571,data/clean/LibriSpeech\dev-clean\2412\153954\2412-153954-0002.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0531.wav,11.49,
pair_01572,data/clean/LibriSpeech\dev-clean\6241\66616\6241-66616-0013.wav,impulsive,data/clean/SESA\train\explosion_139.wav,14.06,2.4084375
pair_01573,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0003.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0006.wav + data/clean/SESA\train\gunshot_038.wav,9.38,0.34525
pair_01574,data/clean/LibriSpeech\dev-clean\7976\110124\7976-110124-0009.wav,impulsive,data/clean/SESA\train\explosion_049.wav,14.36,0.34725
pair_01575,data/clean/LibriSpeech\dev-clean\174\168635\174-168635-0011.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0084.wav + data/clean/SESA\test\explosion_025.wav,2.68,2.16775
pair_01576,data/clean/LibriSpeech\dev-clean\8297\275155\8297-275155-0006.wav,impulsive,data/clean/SESA\train\siren_056.wav,-2.74,1.8324375
pair_01577,data/clean/LibriSpeech\dev-clean\1462\170138\1462-170138-0011.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0517.wav,14.84,
pair_01578,data/clean/LibriSpeech\dev-clean\2412\153948\2412-153948-0003.wav,impulsive,data/clean/SESA\train\explosion_055.wav,14.72,0.5968125
pair_01579,data/clean/LibriSpeech\dev-clean\8297\275156\8297-275156-0003.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0516.wav + data/clean/SESA\train\gunshot_013.wav,9.05,0.128
pair_01580,data/clean/LibriSpeech\dev-clean\652\130737\652-130737-0008.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0113.wav,-4.78,
pair_01581,data/clean/LibriSpeech\dev-clean\2035\147960\2035-147960-0010.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0070.wav,0.84,
pair_01582,data/clean/LibriSpeech\dev-clean\5536\43359\5536-43359-0003.wav,impulsive,data/clean/SESA\train\gunshot_070.wav,13.86,2.294375
pair_01583,data/clean/LibriSpeech\dev-clean\5536\43359\5536-43359-0005.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0034.wav,1.79,
pair_01584,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0042.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0037.wav,1.88,
pair_01585,data/clean/LibriSpeech\dev-clean\2902\9008\2902-9008-0005.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0053.wav,-2.7,
pair_01586,data/clean/LibriSpeech\dev-clean\174\168635\174-168635-0001.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0824.wav + data/clean/SESA\test\gunshot_100.wav,7.83,2.158125
pair_01587,data/clean/LibriSpeech\dev-clean\6241\61946\6241-61946-0002.wav,impulsive,data/clean/SESA\train\explosion_004.wav,8.8,0.1955
pair_01588,data/clean/LibriSpeech\dev-clean\7850\73752\7850-73752-0011.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0793.wav + data/clean/SESA\train\explosion_062.wav,-3.79,0.8850625
pair_01589,data/clean/LibriSpeech\dev-clean\1462\170142\1462-170142-0007.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0682.wav + data/clean/SESA\train\siren_038.wav,-1.09,0.63275
pair_01590,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0042.wav,nonstationary,data/clean/musan/music\fma\music-fma-0116.wav,12.66,
pair_01591,data/clean/LibriSpeech\dev-clean\8842\302196\8842-302196-0011.wav,impulsive,data/clean/SESA\train\gunshot_028.wav,12.58,0.75225
pair_01592,data/clean/LibriSpeech\dev-clean\1272\141231\1272-141231-0026.wav,impulsive,data/clean/SESA\train\explosion_180.wav,0.68,0.187
pair_01593,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0013.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0066.wav + data/clean/SESA\train\gunshot_067.wav,-4.37,4.2913125
pair_01594,data/clean/LibriSpeech\dev-clean\2277\149874\2277-149874-0006.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0200.wav,-1.9,
pair_01595,data/clean/LibriSpeech\dev-clean\2412\153948\2412-153948-0011.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0331.wav + data/clean/SESA\train\explosion_019.wav,9.48,4.85225
pair_01596,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0051.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0356.wav,3.26,
pair_01597,data/clean/LibriSpeech\dev-clean\2277\149896\2277-149896-0004.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0030.wav,0.45,
pair_01598,data/clean/LibriSpeech\dev-clean\7850\281318\7850-281318-0013.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0088.wav + data/clean/SESA\train\explosion_120.wav,-3.07,1.11725
pair_01599,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0030.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0414.wav + data/clean/SESA\train\siren_027.wav,5.1,14.1785
pair_01600,data/clean/LibriSpeech\dev-clean\84\121123\84-121123-0011.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0101.wav,6.24,
pair_01601,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0010.wav,impulsive,data/clean/SESA\test\explosion_057.wav,13.16,4.0665625
pair_01602,data/clean/LibriSpeech\dev-clean\2412\153954\2412-153954-0004.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0217.wav + data/clean/SESA\train\gunshot_044.wav,-4.1,3.059375
pair_01603,data/clean/LibriSpeech\dev-clean\8842\304647\8842-304647-0004.wav,impulsive,data/clean/SESA\test\explosion_088.wav,11.66,0.465375
pair_01604,data/clean/LibriSpeech\dev-clean\1673\143397\1673-143397-0017.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0295.wav + data/clean/SESA\train\gunshot_008.wav,-2.0,0.9224375
pair_01605,data/clean/LibriSpeech\dev-clean\2035\152373\2035-152373-0010.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0079.wav,4.51,
pair_01606,data/clean/LibriSpeech\dev-clean\2803\161169\2803-161169-0002.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0480.wav + data/clean/SESA\train\explosion_059.wav,-4.6,1.6
pair_01607,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0004.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0262.wav,-2.77,
pair_01608,data/clean/LibriSpeech\dev-clean\6345\93302\6345-93302-0001.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0008.wav,11.88,
pair_01609,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0068.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0134.wav,2.05,
pair_01610,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0025.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0034.wav,1.4,
pair_01611,data/clean/LibriSpeech\dev-clean\1462\170138\1462-170138-0026.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0062.wav,13.82,
pair_01612,data/clean/LibriSpeech\dev-clean\1272\141231\1272-141231-0030.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0056.wav,-1.08,
pair_01613,data/clean/LibriSpeech\dev-clean\1988\147956\1988-147956-0003.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0243.wav + data/clean/SESA\train\siren_068.wav,5.41,0.22525
pair_01614,data/clean/LibriSpeech\dev-clean\7850\73752\7850-73752-0014.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0168.wav + data/clean/SESA\test\explosion_088.wav,3.39,0.197375
pair_01615,data/clean/LibriSpeech\dev-clean\8297\275154\8297-275154-0022.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0761.wav,8.16,
pair_01616,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0023.wav,impulsive,data/clean/SESA\train\explosion_074.wav,-2.22,0.0149375
pair_01617,data/clean/LibriSpeech\dev-clean\3170\137482\3170-137482-0025.wav,impulsive,data/clean/SESA\train\gunshot_003.wav,14.57,3.7015
pair_01618,data/clean/LibriSpeech\dev-clean\3536\8226\3536-8226-0029.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0462.wav,5.9,
pair_01619,data/clean/LibriSpeech\dev-clean\5895\34629\5895-34629-0015.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0127.wav,9.85,
pair_01620,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0027.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0460.wav + data/clean/SESA\train\explosion_080.wav,-0.66,1.8395
pair_01621,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0021.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0749.wav + data/clean/SESA\train\gunshot_031.wav,3.16,0.679625
pair_01622,data/clean/LibriSpeech\dev-clean\251\137823\251-137823-0015.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0061.wav,-3.47,
pair_01623,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0019.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0213.wav + data/clean/SESA\train\gunshot_021.wav,5.0,0.5701875
pair_01624,data/clean/LibriSpeech\dev-clean\2428\83699\2428-83699-0023.wav,impulsive,data/clean/SESA\train\gunshot_034.wav,-3.08,0.1033125
pair_01625,data/clean/LibriSpeech\dev-clean\1462\170145\1462-170145-0013.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0078.wav + data/clean/SESA\test\gunshot_041.wav,2.4,0.8279375
pair_01626,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0014.wav,impulsive,data/clean/SESA\train\explosion_014.wav,14.85,0.1248125
pair_01627,data/clean/LibriSpeech\dev-clean\422\122949\422-122949-0002.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0014.wav,7.89,
pair_01628,data/clean/LibriSpeech\dev-clean\1988\147956\1988-147956-0008.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0358.wav + data/clean/SESA\train\siren_077.wav,7.22,5.152125
pair_01629,data/clean/LibriSpeech\dev-clean\2803\154328\2803-154328-0008.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0435.wav,0.38,
pair_01630,data/clean/LibriSpeech\dev-clean\7850\286674\7850-286674-0014.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0517.wav + data/clean/SESA\test\explosion_103.wav,-2.71,2.9555
pair_01631,data/clean/LibriSpeech\dev-clean\7850\286674\7850-286674-0009.wav,impulsive,data/clean/SESA\train\explosion_163.wav,12.37,0.0565625
pair_01632,data/clean/LibriSpeech\dev-clean\1272\135031\1272-135031-0003.wav,impulsive,data/clean/SESA\train\siren_011.wav,-3.74,0.11875
pair_01633,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0030.wav,nonstationary,data/clean/musan/music\fma\music-fma-0085.wav,10.54,
pair_01634,data/clean/LibriSpeech\dev-clean\1462\170142\1462-170142-0001.wav,impulsive,data/clean/SESA\train\siren_043.wav,-1.2,0.0570625
pair_01635,data/clean/LibriSpeech\dev-clean\7976\105575\7976-105575-0023.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0073.wav,1.08,
pair_01636,data/clean/LibriSpeech\dev-clean\6345\93306\6345-93306-0006.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0013.wav + data/clean/SESA\train\explosion_117.wav,8.71,0.8233125
pair_01637,data/clean/LibriSpeech\dev-clean\6313\66125\6313-66125-0003.wav,impulsive,data/clean/SESA\test\gunshot_091.wav,5.69,0.344375
pair_01638,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0002.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0165.wav + data/clean/SESA\train\siren_103.wav,9.36,0.4198125
pair_01639,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0015.wav,impulsive,data/clean/SESA\train\gunshot_048.wav,1.48,0.00175
pair_01640,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0022.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0127.wav,-4.55,
pair_01641,data/clean/LibriSpeech\dev-clean\1272\128104\1272-128104-0008.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0562.wav,-1.67,
pair_01642,data/clean/LibriSpeech\dev-clean\6313\66125\6313-66125-0027.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0030.wav,0.98,
pair_01643,data/clean/LibriSpeech\dev-clean\1673\143397\1673-143397-0008.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0012.wav,6.14,
pair_01644,data/clean/LibriSpeech\dev-clean\2428\83699\2428-83699-0016.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0061.wav,7.38,
pair_01645,data/clean/LibriSpeech\dev-clean\5536\43358\5536-43358-0007.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0476.wav + data/clean/SESA\train\siren_083.wav,8.92,1.156875
pair_01646,data/clean/LibriSpeech\dev-clean\3170\137482\3170-137482-0033.wav,impulsive,data/clean/SESA\train\gunshot_096.wav,0.58,0.3380625
pair_01647,data/clean/LibriSpeech\dev-clean\5694\64038\5694-64038-0025.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0694.wav,3.51,
pair_01648,data/clean/LibriSpeech\dev-clean\2902\9008\2902-9008-0012.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0821.wav,-2.77,
pair_01649,data/clean/LibriSpeech\dev-clean\1272\128104\1272-128104-0003.wav,nonstationary,data/clean/musan/music\fma\music-fma-0011.wav,-4.63,
pair_01650,data/clean/LibriSpeech\dev-clean\8842\302203\8842-302203-0008.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0026.wav,6.48,
pair_01651,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0027.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0436.wav,7.02,
pair_01652,data/clean/LibriSpeech\dev-clean\8842\304647\8842-304647-0000.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0355.wav,12.73,
pair_01653,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0003.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0065.wav,5.96,
pair_01654,data/clean/LibriSpeech\dev-clean\2035\147961\2035-147961-0014.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0469.wav,1.92,
pair_01655,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0027.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0019.wav + data/clean/SESA\train\explosion_062.wav,3.89,0.8029375
pair_01656,data/clean/LibriSpeech\dev-clean\1993\147965\1993-147965-0004.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0148.wav,-1.29,
pair_01657,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0032.wav,impulsive,data/clean/SESA\train\explosion_137.wav,-0.01,0.5384375
pair_01658,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0070.wav,nonstationary,data/clean/musan/music\fma\music-fma-0097.wav,-4.06,
pair_01659,data/clean/LibriSpeech\dev-clean\6295\244435\6295-244435-0035.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0036.wav,10.96,
pair_01660,data/clean/LibriSpeech\dev-clean\5895\34622\5895-34622-0009.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0370.wav,14.88,
pair_01661,data/clean/LibriSpeech\dev-clean\7850\286674\7850-286674-0017.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0086.wav,11.85,
pair_01662,data/clean/LibriSpeech\dev-clean\1272\141231\1272-141231-0003.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0037.wav,1.78,
pair_01663,data/clean/LibriSpeech\dev-clean\6241\66616\6241-66616-0013.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0033.wav,8.0,
pair_01664,data/clean/LibriSpeech\dev-clean\2035\152373\2035-152373-0012.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0064.wav,5.39,
pair_01665,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0010.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0772.wav,5.99,
pair_01666,data/clean/LibriSpeech\dev-clean\6241\61943\6241-61943-0009.wav,impulsive,data/clean/SESA\train\explosion_047.wav,11.8,1.2591875
pair_01667,data/clean/LibriSpeech\dev-clean\7850\281318\7850-281318-0001.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0052.wav,13.22,
pair_01668,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0028.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0087.wav,1.12,
pair_01669,data/clean/LibriSpeech\dev-clean\3536\8226\3536-8226-0008.wav,impulsive,data/clean/SESA\train\explosion_125.wav,11.98,0.0113125
pair_01670,data/clean/LibriSpeech\dev-clean\2035\147960\2035-147960-0005.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0068.wav + data/clean/SESA\train\explosion_027.wav,-3.1,0.613375
pair_01671,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0024.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0004.wav,-1.29,
pair_01672,data/clean/LibriSpeech\dev-clean\6313\76958\6313-76958-0004.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0052.wav,7.58,
pair_01673,data/clean/LibriSpeech\dev-clean\2086\149220\2086-149220-0008.wav,impulsive,data/clean/SESA\train\explosion_126.wav,6.36,0.7561875
pair_01674,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0000.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0045.wav,-0.56,
pair_01675,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0033.wav,impulsive,data/clean/SESA\train\gunshot_062.wav,-4.19,4.3495
pair_01676,data/clean/LibriSpeech\dev-clean\3536\8226\3536-8226-0031.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0428.wav,9.95,
pair_01677,data/clean/LibriSpeech\dev-clean\1272\128104\1272-128104-0013.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0005.wav,13.35,
pair_01678,data/clean/LibriSpeech\dev-clean\2412\153954\2412-153954-0013.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0677.wav + data/clean/SESA\train\gunshot_016.wav,0.93,1.744875
pair_01679,data/clean/LibriSpeech\dev-clean\652\130737\652-130737-0000.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0019.wav + data/clean/SESA\train\siren_066.wav,-2.03,3.050375
pair_01680,data/clean/LibriSpeech\dev-clean\1462\170142\1462-170142-0039.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0485.wav,-4.96,
pair_01681,data/clean/LibriSpeech\dev-clean\8842\302203\8842-302203-0002.wav,impulsive,data/clean/SESA\train\explosion_104.wav,-2.82,3.46975
pair_01682,data/clean/LibriSpeech\dev-clean\5895\34615\5895-34615-0017.wav,impulsive,data/clean/SESA\train\siren_055.wav,-0.17,0.4743125
pair_01683,data/clean/LibriSpeech\dev-clean\7976\105575\7976-105575-0003.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0051.wav,10.8,
pair_01684,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0021.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0710.wav,11.57,
pair_01685,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0021.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0198.wav + data/clean/SESA\train\gunshot_075.wav,10.11,0.3994375
pair_01686,data/clean/LibriSpeech\dev-clean\5536\43359\5536-43359-0005.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0023.wav,14.39,
pair_01687,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0012.wav,impulsive,data/clean/SESA\train\explosion_008.wav,14.22,3.3260625
pair_01688,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0002.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0056.wav,10.84,
pair_01689,data/clean/LibriSpeech\dev-clean\251\137823\251-137823-0018.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0030.wav,11.73,
pair_01690,data/clean/LibriSpeech\dev-clean\1272\141231\1272-141231-0028.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0739.wav + data/clean/SESA\train\explosion_053.wav,12.79,1.1040625
pair_01691,data/clean/LibriSpeech\dev-clean\3536\8226\3536-8226-0001.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0663.wav,7.42,
pair_01692,data/clean/LibriSpeech\dev-clean\8297\275154\8297-275154-0012.wav,impulsive,data/clean/SESA\train\explosion_202.wav,14.91,1.2754375
pair_01693,data/clean/LibriSpeech\dev-clean\1988\147956\1988-147956-0019.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0616.wav + data/clean/SESA\train\explosion_131.wav,5.21,0.589375
pair_01694,data/clean/LibriSpeech\dev-clean\84\121550\84-121550-0030.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0684.wav,1.17,
pair_01695,data/clean/LibriSpeech\dev-clean\6313\66125\6313-66125-0023.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0747.wav,5.49,
pair_01696,data/clean/LibriSpeech\dev-clean\1272\141231\1272-141231-0017.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0072.wav,14.17,
pair_01697,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0022.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0575.wav,-3.03,
pair_01698,data/clean/LibriSpeech\dev-clean\8842\304647\8842-304647-0011.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0455.wav,2.72,
pair_01699,data/clean/LibriSpeech\dev-clean\6241\66616\6241-66616-0003.wav,nonstationary,data/clean/musan/music\fma\music-fma-0082.wav,-1.79,
pair_01700,data/clean/LibriSpeech\dev-clean\5694\64029\5694-64029-0023.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0780.wav,0.84,
pair_01701,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0005.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0075.wav,7.46,
pair_01702,data/clean/LibriSpeech\dev-clean\1993\147149\1993-147149-0011.wav,impulsive,data/clean/SESA\test\gunshot_027.wav,13.21,0.55525
pair_01703,data/clean/LibriSpeech\dev-clean\174\168635\174-168635-0008.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0068.wav,5.83,
pair_01704,data/clean/LibriSpeech\dev-clean\7850\73752\7850-73752-0018.wav,impulsive,data/clean/SESA\train\siren_074.wav,-0.77,8.0263125
pair_01705,data/clean/LibriSpeech\dev-clean\652\130726\652-130726-0026.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0093.wav,-1.98,
pair_01706,data/clean/LibriSpeech\dev-clean\174\84280\174-84280-0001.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0636.wav + data/clean/SESA\train\gunshot_028.wav,0.91,8.29775
pair_01707,data/clean/LibriSpeech\dev-clean\2277\149897\2277-149897-0015.wav,impulsive,data/clean/SESA\train\explosion_171.wav,8.12,0.659125
pair_01708,data/clean/LibriSpeech\dev-clean\1919\142785\1919-142785-0053.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0047.wav,0.05,
pair_01709,data/clean/LibriSpeech\dev-clean\7976\110124\7976-110124-0009.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0532.wav,6.84,
pair_01710,data/clean/LibriSpeech\dev-clean\6295\244435\6295-244435-0009.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0099.wav,-1.44,
pair_01711,data/clean/LibriSpeech\dev-clean\5694\64029\5694-64029-0017.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0065.wav,3.58,
pair_01712,data/clean/LibriSpeech\dev-clean\6295\64301\6295-64301-0017.wav,impulsive,data/clean/SESA\train\siren_024.wav,14.24,1.871125
pair_01713,data/clean/LibriSpeech\dev-clean\2277\149874\2277-149874-0005.wav,impulsive,data/clean/SESA\train\siren_062.wav,12.8,0.268875
pair_01714,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0049.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0459.wav + data/clean/SESA\train\gunshot_077.wav,-1.21,0.0038125
pair_01715,data/clean/LibriSpeech\dev-clean\5536\43359\5536-43359-0016.wav,impulsive,data/clean/SESA\train\explosion_023.wav,4.58,2.75925
pair_01716,data/clean/LibriSpeech\dev-clean\6313\66125\6313-66125-0021.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0331.wav + data/clean/SESA\test\explosion_046.wav,6.0,1.4153125
pair_01717,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0042.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0262.wav + data/clean/SESA\train\siren_023.wav,-3.32,0.1549375
pair_01718,data/clean/LibriSpeech\dev-clean\1988\148538\1988-148538-0009.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0050.wav,6.2,
pair_01719,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0026.wav,impulsive,data/clean/SESA\train\gunshot_096.wav,8.97,6.107875
pair_01720,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0001.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0073.wav,-3.31,
pair_01721,data/clean/LibriSpeech\dev-clean\5536\43359\5536-43359-0001.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0057.wav,3.32,
pair_01722,data/clean/LibriSpeech\dev-clean\7850\73752\7850-73752-0003.wav,impulsive,data/clean/SESA\train\gunshot_074.wav,1.01,10.456375
pair_01723,data/clean/LibriSpeech\dev-clean\6319\275224\6319-275224-0007.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0100.wav,14.99,
pair_01724,data/clean/LibriSpeech\dev-clean\7976\105575\7976-105575-0027.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0069.wav,-4.43,
pair_01725,data/clean/LibriSpeech\dev-clean\1462\170138\1462-170138-0018.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0361.wav + data/clean/SESA\train\explosion_080.wav,6.93,1.943375
pair_01726,data/clean/LibriSpeech\dev-clean\5895\34615\5895-34615-0014.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0136.wav,11.87,
pair_01727,data/clean/LibriSpeech\dev-clean\1673\143397\1673-143397-0002.wav,impulsive,data/clean/SESA\train\explosion_176.wav,8.98,0.3695625
pair_01728,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0009.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0008.wav,10.43,
pair_01729,data/clean/LibriSpeech\dev-clean\1462\170145\1462-170145-0013.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0043.wav,13.08,
pair_01730,data/clean/LibriSpeech\dev-clean\6313\76958\6313-76958-0016.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0645.wav + data/clean/SESA\train\explosion_120.wav,11.84,0.055875
pair_01731,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0016.wav,impulsive,data/clean/SESA\train\explosion_152.wav,12.69,0.219125
